0,-0.003653513007778354,0.1406827514228622,-0.002562363163579873,-0.001269247928241566,0.1224744871391589,8.659560562354935e-018,-0.1224744871391589
30,-0.003141557394186213,0.1613571597466943,-0.003692313534699821,0.0007405367365573544,0.1414213562373095,-0.07071067811865474,-0.07071067811865484
60,-0.003017094334534609,0.1388171658941625,-0.003832916522344535,0.002561105896481061,0.1224744871391589,-0.1224744871391589,-2.59786816870648e-017
90,-0.003400813662847886,0.07905707448257607,-0.002946444196496425,0.003690858538158634,0.07071067811865478,-0.1414213562373095,0.07071067811865478
120,-0.003859613441025472,-0.001869129731028696,-0.001267976983351503,0.003831864863697227,8.659560562354935e-018,-0.1224744871391589,0.1224744871391589
150,-0.003912625151970012,-0.08230842908292578,0.0007416713962546357,0.002946028168878379,-0.07071067811865474,-0.07071067811865484,0.1414213562373095
180,-0.00362535984606593,-0.1406807447262345,0.002562044432364396,0.001268091112470946,-0.1224744871391589,-2.59786816870648e-017,0.1224744871391589
210,-0.003108733105963184,-0.161356287546448,0.003692354304329344,-0.0007418917290527141,-0.1414213562373095,0.07071067811865478,0.07071067811865472
240,-0.003007368520719825,-0.1388164612053063,0.003832849038096862,-0.002561712965382662,-0.1224744871391589,0.1224744871391589,4.329780281177468e-017
270,-0.003420000059789618,-0.07905211185925545,0.002946870049658068,-0.00369155712081928,-0.07071067811865484,0.1414213562373095,-0.07071067811865466
300,-0.003861255931863535,0.00186853749366346,0.001268294429331436,-0.003831792577422122,-2.59786816870648e-017,0.1224744871391589,-0.122474487139159
330,-0.003916252963331357,0.08230817079815408,-0.0007412983543568071,-0.002946151552627122,0.07071067811865478,0.07071067811865472,-0.1414213562373095
360,-0.003654184429553917,0.1406818004104995,-0.002561859178851142,-0.001268151138223525,0.1224744871391589,4.329780281177468e-017,-0.122474487139159
